nodeID nodeLabel
6102 G_6102
1454 G_1454
2771 G_2771
5581 G_5581
4086 G_4086
1967 G_1967
26994 G_26994
7186 G_7186
4088 G_4088
8360 G_8360
1147 G_1147
8717 G_8717
1051 G_1051
1387 G_1387
2067 G_2067
6879 G_6879
7337 G_7337
301 G_301
7184 G_7184
10399 G_10399
23640 G_23640
8725 G_8725
55929 G_55929
3725 G_3725
7443 G_7443
6774 G_6774
6877 G_6877
5594 G_5594
3727 G_3727
1453 G_1453
208 G_208
9545 G_9545
4831 G_4831
26270 G_26270
58533 G_58533
9097 G_9097
22920 G_22920
7132 G_7132
8363 G_8363
6809 G_6809
7428 G_7428
23032 G_23032
3667 G_3667
55023 G_55023
10188 G_10188
3643 G_3643
5580 G_5580
23560 G_23560
1958 G_1958
6647 G_6647
79058 G_79058
3958 G_3958
5781 G_5781
81542 G_81542
1788 G_1788
130557 G_130557
1191 G_1191
5444 G_5444
4651 G_4651
805 G_805
2185 G_2185
5518 G_5518
5768 G_5768
3983 G_3983
9093 G_9093
5371 G_5371
11315 G_11315
204851 G_204851
6257 G_6257
56302 G_56302
4297 G_4297
5607 G_5607
6376 G_6376
1524 G_1524
3326 G_3326
6868 G_6868
6777 G_6777
1969 G_1969
2034 G_2034
2010 G_2010
9043 G_9043
4292 G_4292
5887 G_5887
1831 G_1831
4843 G_4843
6742 G_6742
2547 G_2547
57634 G_57634
80314 G_80314
6886 G_6886
11091 G_11091
2969 G_2969
6199 G_6199
5601 G_5601
9031 G_9031
7251 G_7251
3308 G_3308
3337 G_3337
4683 G_4683
3843 G_3843
328 G_328
6418 G_6418
6598 G_6598
55636 G_55636
3659 G_3659
27346 G_27346
6814 G_6814
51429 G_51429
8976 G_8976
4690 G_4690
29127 G_29127
4294 G_4294
9262 G_9262
6502 G_6502
997 G_997
23580 G_23580
10808 G_10808
8682 G_8682
8772 G_8772
9693 G_9693
554313 G_554313
3621 G_3621
9531 G_9531
51022 G_51022
5530 G_5530
207 G_207
5606 G_5606
9479 G_9479
336 G_336
8694 G_8694
83933 G_83933
29116 G_29116
7334 G_7334
23263 G_23263
6194 G_6194
6871 G_6871
2353 G_2353
6789 G_6789
3801 G_3801
10540 G_10540
7013 G_7013
28988 G_28988
79654 G_79654
10892 G_10892
1956 G_1956
6850 G_6850
939 G_939
56913 G_56913
23515 G_23515
54476 G_54476
3689 G_3689
51454 G_51454
8751 G_8751
7525 G_7525
1856 G_1856
8878 G_8878
3297 G_3297
23291 G_23291
1196 G_1196
4055 G_4055
10155 G_10155
5460 G_5460
10758 G_10758
56652 G_56652
6613 G_6613
6386 G_6386
6804 G_6804
23512 G_23512
92609 G_92609
112869 G_112869
9910 G_9910
2081 G_2081
7529 G_7529
51599 G_51599
6688 G_6688
9994 G_9994
6050 G_6050
283 G_283
472 G_472
7052 G_7052
55967 G_55967
408 G_408
8361 G_8361
6453 G_6453
10755 G_10755
23433 G_23433
57120 G_57120
8365 G_8365
6944 G_6944
5610 G_5610
4830 G_4830
5339 G_5339
1616 G_1616
3276 G_3276
8737 G_8737
23636 G_23636
30001 G_30001
2826 G_2826
79176 G_79176
5716 G_5716
8440 G_8440
1978 G_1978
6249 G_6249
10075 G_10075
10728 G_10728
7189 G_7189
9344 G_9344
4616 G_4616
6732 G_6732
5170 G_5170
4691 G_4691
311 G_311
4282 G_4282
5500 G_5500
2118 G_2118
1965 G_1965
1031 G_1031
3685 G_3685
7040 G_7040
4092 G_4092
51562 G_51562
3091 G_3091
7414 G_7414
10381 G_10381
55294 G_55294
975 G_975
4214 G_4214
267 G_267
2316 G_2316
7532 G_7532
10787 G_10787
6907 G_6907
64219 G_64219
6722 G_6722
2068 G_2068
4436 G_4436
4728 G_4728
11331 G_11331
5290 G_5290
7187 G_7187
329 G_329
8726 G_8726
6934 G_6934
7248 G_7248
240 G_240
7126 G_7126
7494 G_7494
8850 G_8850
10629 G_10629
7832 G_7832
57591 G_57591
4170 G_4170
5094 G_5094
5682 G_5682
2335 G_2335
10432 G_10432
5578 G_5578
1130 G_1130
57060 G_57060
7175 G_7175
7917 G_7917
6275 G_6275
23774 G_23774
5074 G_5074
6523 G_6523
9564 G_9564
5770 G_5770
2033 G_2033
6045 G_6045
5289 G_5289
9219 G_9219
7266 G_7266
5802 G_5802
8834 G_8834
54764 G_54764
87178 G_87178
7249 G_7249
8805 G_8805
4724 G_4724
10425 G_10425
1487 G_1487
93986 G_93986
6778 G_6778
102 G_102
8473 G_8473
1030 G_1030
7709 G_7709
3688 G_3688
7431 G_7431
11143 G_11143
2309 G_2309
57708 G_57708
847 G_847
6786 G_6786
27154 G_27154
51564 G_51564
80331 G_80331
10273 G_10273
6597 G_6597
5536 G_5536
3383 G_3383
1386 G_1386
306 G_306
1540 G_1540
142678 G_142678
51135 G_51135
7001 G_7001
11151 G_11151
7057 G_7057
51720 G_51720
22954 G_22954
29979 G_29979
2241 G_2241
2065 G_2065
10765 G_10765
10919 G_10919
9525 G_9525
5478 G_5478
9448 G_9448
6470 G_6470
196 G_196
4094 G_4094
51257 G_51257
7328 G_7328
3611 G_3611
79888 G_79888
80267 G_80267
23390 G_23390
23392 G_23392
7159 G_7159
2308 G_2308
3304 G_3304
5925 G_5925
6272 G_6272
10542 G_10542
10952 G_10952
55145 G_55145
4090 G_4090
7844 G_7844
3093 G_3093
10928 G_10928
5880 G_5880
27005 G_27005
9101 G_9101
7416 G_7416
3655 G_3655
2908 G_2908
348 G_348
7335 G_7335
331 G_331
90678 G_90678
23522 G_23522
675 G_675
578 G_578
5898 G_5898
23368 G_23368
8359 G_8359
6667 G_6667
26524 G_26524
7528 G_7528
5728 G_5728
871 G_871
7171 G_7171
6286 G_6286
51185 G_51185
3858 G_3858
56943 G_56943
56970 G_56970
4791 G_4791
9588 G_9588
123169 G_123169
667 G_667
2534 G_2534
8877 G_8877
1054 G_1054
9070 G_9070
4067 G_4067
836 G_836
7321 G_7321
8239 G_8239
10452 G_10452
2683 G_2683
3728 G_3728
10572 G_10572
27 G_27
1642 G_1642
9252 G_9252
835 G_835
116113 G_116113
55752 G_55752
10956 G_10956
6314 G_6314
8820 G_8820
1027 G_1027
5771 G_5771
10459 G_10459
51343 G_51343
11130 G_11130
51256 G_51256
93974 G_93974
1739 G_1739
23095 G_23095
25932 G_25932
6498 G_6498
51592 G_51592
8295 G_8295
5928 G_5928
9146 G_9146
54541 G_54541
10818 G_10818
4915 G_4915
51065 G_51065
6188 G_6188
8364 G_8364
23043 G_23043
51111 G_51111
9821 G_9821
11052 G_11052
4076 G_4076
8767 G_8767
9804 G_9804
6015 G_6015
51141 G_51141
6310 G_6310
55072 G_55072
8411 G_8411
57506 G_57506
1198 G_1198
405 G_405
56829 G_56829
2054 G_2054
27230 G_27230
7915 G_7915
2746 G_2746
1270 G_1270
150684 G_150684
3148 G_3148
861 G_861
4085 G_4085
51548 G_51548
22948 G_22948
1072 G_1072
8021 G_8021
2752 G_2752
10114 G_10114
8464 G_8464
7375 G_7375
1475 G_1475
9183 G_9183
1601 G_1601
4763 G_4763
6237 G_6237
10165 G_10165
291 G_291
10379 G_10379
9372 G_9372
80312 G_80312
8315 G_8315
7332 G_7332
6093 G_6093
2023 G_2023
4643 G_4643
10397 G_10397
811 G_811
5936 G_5936
8445 G_8445
6497 G_6497
1857 G_1857
10645 G_10645
79813 G_79813
83852 G_83852
5795 G_5795
23429 G_23429
9191 G_9191
864 G_864
10159 G_10159
23770 G_23770
54840 G_54840
1627 G_1627
664 G_664
808 G_808
497661 G_497661
23212 G_23212
4216 G_4216
22800 G_22800
5900 G_5900
5217 G_5217
3099 G_3099
6720 G_6720
56957 G_56957
27338 G_27338
10444 G_10444
5609 G_5609
43 G_43
2064 G_2064
11030 G_11030
7453 G_7453
28996 G_28996
8773 G_8773
23287 G_23287
54107 G_54107
60485 G_60485
2192 G_2192
55201 G_55201
83547 G_83547
4983 G_4983
7155 G_7155
5292 G_5292
4091 G_4091
79885 G_79885
7818 G_7818
7067 G_7067
581 G_581
255488 G_255488
6259 G_6259
2049 G_2049
10010 G_10010
10972 G_10972
7325 G_7325
7326 G_7326
10616 G_10616
27097 G_27097
8649 G_8649
148281 G_148281
8567 G_8567
9546 G_9546
27248 G_27248
51009 G_51009
7410 G_7410
32 G_32
8367 G_8367
1291 G_1291
998 G_998
2629 G_2629
4792 G_4792
4952 G_4952
26272 G_26272
1365 G_1365
9572 G_9572
7703 G_7703
3956 G_3956
83695 G_83695
6872 G_6872
3043 G_3043
928 G_928
961 G_961
3299 G_3299
8841 G_8841
55083 G_55083
4853 G_4853
149428 G_149428
93649 G_93649
7323 G_7323
4163 G_4163
54205 G_54205
23476 G_23476
128 G_128
1936 G_1936
6792 G_6792
23499 G_23499
91949 G_91949
11124 G_11124
10152 G_10152
51026 G_51026
5119 G_5119
1984 G_1984
10600 G_10600
9913 G_9913
57680 G_57680
9618 G_9618
11059 G_11059
5058 G_5058
6241 G_6241
29945 G_29945
2782 G_2782
4665 G_4665
23481 G_23481
25898 G_25898
5429 G_5429
8078 G_8078
539 G_539
373 G_373
9646 G_9646
4629 G_4629
54926 G_54926
966 G_966
5537 G_5537
5792 G_5792
8301 G_8301
55904 G_55904
23414 G_23414
5515 G_5515
4215 G_4215
4194 G_4194
7168 G_7168
6591 G_6591
5608 G_5608
9184 G_9184
6513 G_6513
3726 G_3726
7041 G_7041
7019 G_7019
5954 G_5954
4628 G_4628
2874 G_2874
10131 G_10131
4089 G_4089
10174 G_10174
6881 G_6881
2896 G_2896
9230 G_9230
58508 G_58508
4710 G_4710
25865 G_25865
4486 G_4486
26058 G_26058
10213 G_10213
387 G_387
9577 G_9577
3516 G_3516
55031 G_55031
65018 G_65018
112398 G_112398
10498 G_10498
5213 G_5213
7026 G_7026
51701 G_51701
5929 G_5929
3672 G_3672
5520 G_5520
2931 G_2931
4077 G_4077
2202 G_2202
27284 G_27284
3845 G_3845
989 G_989
572 G_572
54974 G_54974
51100 G_51100
26130 G_26130
22821 G_22821
5774 G_5774
6655 G_6655
55669 G_55669
891 G_891
7188 G_7188
6794 G_6794
26001 G_26001
9040 G_9040
26973 G_26973
9114 G_9114
2280 G_2280
3832 G_3832
6711 G_6711
4000 G_4000
5296 G_5296
81847 G_81847
5886 G_5886
23236 G_23236
10105 G_10105
10277 G_10277
9611 G_9611
29844 G_29844
2321 G_2321
5782 G_5782
6280 G_6280
4646 G_4646
10253 G_10253
10342 G_10342
16 G_16
26999 G_26999
334 G_334
11104 G_11104
22919 G_22919
402 G_402
27086 G_27086
8924 G_8924
9500 G_9500
387893 G_387893
6885 G_6885
23191 G_23191
1603 G_1603
11160 G_11160
22937 G_22937
2956 G_2956
116143 G_116143
8503 G_8503
6240 G_6240
85458 G_85458
8408 G_8408
9020 G_9020
51619 G_51619
22882 G_22882
9049 G_9049
51755 G_51755
5395 G_5395
148022 G_148022
9255 G_9255
604 G_604
7398 G_7398
11128 G_11128
10623 G_10623
10621 G_10621
8370 G_8370
9690 G_9690
7164 G_7164
5524 G_5524
23318 G_23318
5598 G_5598
353376 G_353376
55159 G_55159
5211 G_5211
4478 G_4478
5316 G_5316
6929 G_6929
2011 G_2011
23303 G_23303
5585 G_5585
9079 G_9079
8930 G_8930
11284 G_11284
929 G_929
9156 G_9156
23326 G_23326
10580 G_10580
10494 G_10494
5783 G_5783
10460 G_10460
84919 G_84919
10163 G_10163
26060 G_26060
3397 G_3397
2954 G_2954
818 G_818
151636 G_151636
57142 G_57142
5451 G_5451
3251 G_3251
3163 G_3163
8861 G_8861
81929 G_81929
4860 G_4860
2059 G_2059
10270 G_10270
222484 G_222484
64783 G_64783
6615 G_6615
9133 G_9133
7048 G_7048
10477 G_10477
3840 G_3840
1195 G_1195
253980 G_253980
51119 G_51119
5908 G_5908
9757 G_9757
1643 G_1643
8613 G_8613
3092 G_3092
4205 G_4205
7392 G_7392
22836 G_22836
6648 G_6648
2494 G_2494
8943 G_8943
79577 G_79577
55958 G_55958
6198 G_6198
391 G_391
2277 G_2277
8754 G_8754
10527 G_10527
30844 G_30844
27429 G_27429
10087 G_10087
5587 G_5587
5721 G_5721
5287 G_5287
54872 G_54872
1798 G_1798
51474 G_51474
26013 G_26013
90780 G_90780
10579 G_10579
3280 G_3280
8813 G_8813
54623 G_54623
399 G_399
8892 G_8892
10902 G_10902
20 G_20
54880 G_54880
84759 G_84759
6515 G_6515
23304 G_23304
55284 G_55284
9474 G_9474
9445 G_9445
197131 G_197131
55352 G_55352
128239 G_128239
23162 G_23162
4221 G_4221
48 G_48
84447 G_84447
4644 G_4644
2889 G_2889
4218 G_4218
10938 G_10938
79576 G_79576
10766 G_10766
5836 G_5836
91 G_91
3300 G_3300
538 G_538
8366 G_8366
23338 G_23338
403 G_403
10116 G_10116
9846 G_9846
323 G_323
23028 G_23028
10783 G_10783
4780 G_4780
7422 G_7422
780 G_780
64786 G_64786
5868 G_5868
8891 G_8891
3182 G_3182
1032 G_1032
9451 G_9451
7205 G_7205
5791 G_5791
406 G_406
9670 G_9670
54431 G_54431
9695 G_9695
7518 G_7518
662 G_662
3875 G_3875
5911 G_5911
2688 G_2688
320 G_320
79594 G_79594
6901 G_6901
4041 G_4041
23705 G_23705
5352 G_5352
23075 G_23075
10628 G_10628
6095 G_6095
5052 G_5052
79184 G_79184
54602 G_54602
6047 G_6047
5291 G_5291
10062 G_10062
3612 G_3612
8539 G_8539
842 G_842
64428 G_64428
23186 G_23186
2590 G_2590
5265 G_5265
6672 G_6672
25998 G_25998
51529 G_51529
64682 G_64682
1942 G_1942
3029 G_3029
2997 G_2997
3708 G_3708
114609 G_114609
100137049 G_100137049
8625 G_8625
23299 G_23299
4217 G_4217
1874 G_1874
85363 G_85363
51231 G_51231
3936 G_3936
7163 G_7163
51773 G_51773
58526 G_58526
7018 G_7018
4331 G_4331
23189 G_23189
7341 G_7341
9253 G_9253
3396 G_3396
10939 G_10939
10725 G_10725
2071 G_2071
8493 G_8493
64216 G_64216
285464 G_285464
23633 G_23633
3838 G_3838
5364 G_5364
80762 G_80762
2768 G_2768
6717 G_6717
1676 G_1676
5413 G_5413
23542 G_23542
81844 G_81844
1500 G_1500
473 G_473
54106 G_54106
81622 G_81622
158 G_158
79631 G_79631
92 G_92
10051 G_10051
23787 G_23787
7419 G_7419
9444 G_9444
1441 G_1441
10497 G_10497
8881 G_8881
9727 G_9727
2625 G_2625
1429 G_1429
7178 G_7178
1292 G_1292
6574 G_6574
25847 G_25847
8697 G_8697
8829 G_8829
4824 G_4824
2946 G_2946
4040 G_4040
51499 G_51499
7096 G_7096
374291 G_374291
488 G_488
241 G_241
8362 G_8362
25937 G_25937
6284 G_6284
3720 G_3720
8294 G_8294
5525 G_5525
8313 G_8313
22933 G_22933
112939 G_112939
93100 G_93100
3579 G_3579
6196 G_6196
4318 G_4318
10626 G_10626
23049 G_23049
5025 G_5025
23534 G_23534
64798 G_64798
5423 G_5423
8867 G_8867
9092 G_9092
9918 G_9918
64151 G_64151
389 G_389
10869 G_10869
382 G_382
10592 G_10592
9368 G_9368
10935 G_10935
23673 G_23673
7100 G_7100
55819 G_55819
10613 G_10613
26520 G_26520
55600 G_55600
10848 G_10848
27339 G_27339
9826 G_9826
56993 G_56993
5154 G_5154
567 G_567
5018 G_5018
23513 G_23513
2045 G_2045
85365 G_85365
22872 G_22872
7030 G_7030
5830 G_5830
5828 G_5828
2947 G_2947
55715 G_55715
394 G_394
6880 G_6880
84168 G_84168
26271 G_26271
2950 G_2950
665 G_665
1495 G_1495
51144 G_51144
80829 G_80829
80020 G_80020
5991 G_5991
896 G_896
7050 G_7050
1028 G_1028
54910 G_54910
27018 G_27018
8795 G_8795
210 G_210
1119 G_1119
31 G_31
8476 G_8476
23592 G_23592
8985 G_8985
4048 G_4048
7391 G_7391
23087 G_23087
121504 G_121504
10522 G_10522
2898 G_2898
6845 G_6845
5268 G_5268
9270 G_9270
4204 G_4204
51196 G_51196
79595 G_79595
6737 G_6737
54820 G_54820
10210 G_10210
3364 G_3364
26258 G_26258
55236 G_55236
5621 G_5621
23210 G_23210
7421 G_7421
8089 G_8089
2778 G_2778
10228 G_10228
6890 G_6890
92140 G_92140
6009 G_6009
9367 G_9367
57396 G_57396
7342 G_7342
10487 G_10487
56940 G_56940
27032 G_27032
29965 G_29965
8646 G_8646
23047 G_23047
8527 G_8527
85440 G_85440
1909 G_1909
392 G_392
4659 G_4659
9604 G_9604
57669 G_57669
491 G_491
2139 G_2139
2305 G_2305
51552 G_51552
8092 G_8092
6654 G_6654
8775 G_8775
54471 G_54471
5796 G_5796
11186 G_11186
54206 G_54206
283489 G_283489
55503 G_55503
4296 G_4296
1104 G_1104
23759 G_23759
25923 G_25923
22900 G_22900
3557 G_3557
5915 G_5915
10059 G_10059
29115 G_29115
4953 G_4953
2022 G_2022
7043 G_7043
5873 G_5873
8604 G_8604
11326 G_11326
55432 G_55432
10769 G_10769
5442 G_5442
9950 G_9950
2941 G_2941
23071 G_23071
91404 G_91404
1718 G_1718
51752 G_51752
5831 G_5831
127933 G_127933
11047 G_11047
2736 G_2736
5033 G_5033
23077 G_23077
1622 G_1622
11176 G_11176
8915 G_8915
9767 G_9767
57630 G_57630
58190 G_58190
7862 G_7862
25999 G_25999
7161 G_7161
1289 G_1289
23509 G_23509
165918 G_165918
579 G_579
79139 G_79139
8396 G_8396
5527 G_5527
8651 G_8651
553115 G_553115
5307 G_5307
949 G_949
54708 G_54708
7716 G_7716
8085 G_8085
5176 G_5176
29882 G_29882
51433 G_51433
51283 G_51283
1840 G_1840
5775 G_5775
6599 G_6599
22853 G_22853
2776 G_2776
6903 G_6903
6904 G_6904
2626 G_2626
59272 G_59272
10076 G_10076
3949 G_3949
5654 G_5654
29072 G_29072
5660 G_5660
80854 G_80854
1845 G_1845
55703 G_55703
23139 G_23139
5140 G_5140
6670 G_6670
79960 G_79960
506 G_506
3984 G_3984
6103 G_6103
5147 G_5147
23741 G_23741
6623 G_6623
5899 G_5899
5797 G_5797
11076 G_11076
100 G_100
57048 G_57048
9361 G_9361
11120 G_11120
8879 G_8879
23184 G_23184
6558 G_6558
7376 G_7376
2584 G_2584
8893 G_8893
123879 G_123879
2548 G_2548
7402 G_7402
57448 G_57448
30009 G_30009
29843 G_29843
54795 G_54795
55705 G_55705
8650 G_8650
7423 G_7423
55743 G_55743
1510 G_1510
10193 G_10193
29117 G_29117
8546 G_8546
23370 G_23370
57646 G_57646
8890 G_8890
340061 G_340061
54862 G_54862
1511 G_1511
4035 G_4035
2934 G_2934
694 G_694
7267 G_7267
5801 G_5801
220972 G_220972
54904 G_54904
2189 G_2189
2948 G_2948
114803 G_114803
34 G_34
2119 G_2119
22893 G_22893
4437 G_4437
29108 G_29108
3572 G_3572
10393 G_10393
4775 G_4775
1001 G_1001
540 G_540
54850 G_54850
8563 G_8563
26469 G_26469
1729 G_1729
56655 G_56655
64215 G_64215
162989 G_162989
23376 G_23376
5286 G_5286
54927 G_54927
5867 G_5867
51024 G_51024
10782 G_10782
51455 G_51455
2131 G_2131
5311 G_5311
84231 G_84231
9867 G_9867
11344 G_11344
9935 G_9935
3913 G_3913
84619 G_84619
8416 G_8416
133746 G_133746
84901 G_84901
4361 G_4361
90 G_90
84817 G_84817
9341 G_9341
6404 G_6404
57045 G_57045
652 G_652
3675 G_3675
3040 G_3040
4850 G_4850
26277 G_26277
11285 G_11285
9619 G_9619
2805 G_2805
140576 G_140576
7786 G_7786
375790 G_375790
11033 G_11033
5692 G_5692
25970 G_25970
55361 G_55361
80824 G_80824
585 G_585
9371 G_9371
80351 G_80351
57447 G_57447
55856 G_55856
1666 G_1666
9213 G_9213
25939 G_25939
84282 G_84282
4520 G_4520
1728 G_1728
56984 G_56984
2767 G_2767
899 G_899
23624 G_23624
81565 G_81565
150094 G_150094
54583 G_54583
81930 G_81930
6812 G_6812
22862 G_22862
11188 G_11188
27236 G_27236
51147 G_51147
3669 G_3669
7320 G_7320
5916 G_5916
51162 G_51162
4358 G_4358
115703 G_115703
51466 G_51466
23161 G_23161
201595 G_201595
54344 G_54344
6905 G_6905
4968 G_4968
64802 G_64802
641 G_641
4189 G_4189
5045 G_5045
4688 G_4688
81576 G_81576
79831 G_79831
27252 G_27252
2539 G_2539
7071 G_7071
55250 G_55250
26610 G_26610
64805 G_64805
182 G_182
26133 G_26133
25813 G_25813
83871 G_83871
3849 G_3849
7468 G_7468
55075 G_55075
25805 G_25805
8368 G_8368
5048 G_5048
5195 G_5195
84159 G_84159
5351 G_5351
10908 G_10908
55327 G_55327
55240 G_55240
3073 G_3073
8738 G_8738
6646 G_6646
80781 G_80781
6651 G_6651
130507 G_130507
2634 G_2634
3687 G_3687
1105 G_1105
80856 G_80856
617 G_617
54929 G_54929
8575 G_8575
84335 G_84335
57092 G_57092
284217 G_284217
7025 G_7025
9810 G_9810
546 G_546
676 G_676
2739 G_2739
57706 G_57706
91147 G_91147
5912 G_5912
2281 G_2281
84876 G_84876
5819 G_5819
25945 G_25945
27102 G_27102
3954 G_3954
64112 G_64112
8314 G_8314
51079 G_51079
54843 G_54843
10370 G_10370
64422 G_64422
2145 G_2145
11221 G_11221
9557 G_9557
79736 G_79736
252983 G_252983
284110 G_284110
27113 G_27113
29937 G_29937
4725 G_4725
7070 G_7070
9927 G_9927
541468 G_541468
80005 G_80005
1536 G_1536
2186 G_2186
54902 G_54902
22894 G_22894
7472 G_7472
51621 G_51621
1490 G_1490
8654 G_8654
2072 G_2072
25820 G_25820
54434 G_54434
5862 G_5862
51067 G_51067
659 G_659
9616 G_9616
11328 G_11328
4353 G_4353
3576 G_3576
11040 G_11040
677 G_677
6182 G_6182
83548 G_83548
9324 G_9324
1062 G_1062
57610 G_57610
54332 G_54332
7225 G_7225
23011 G_23011
1760 G_1760
6251 G_6251
51684 G_51684
51667 G_51667
9464 G_9464
2150 G_2150
56950 G_56950
1997 G_1997
116985 G_116985
10299 G_10299
3624 G_3624
64399 G_64399
51347 G_51347
5641 G_5641
9943 G_9943
7105 G_7105
5780 G_5780
26191 G_26191
8741 G_8741
10564 G_10564
55326 G_55326
7763 G_7763
4650 G_4650
22930 G_22930
92610 G_92610
59307 G_59307
3707 G_3707
23409 G_23409
64324 G_64324
57620 G_57620
10449 G_10449
9076 G_9076
10221 G_10221
4534 G_4534
7466 G_7466
6049 G_6049
8425 G_8425
80725 G_80725
26286 G_26286
1880 G_1880
50488 G_50488
375056 G_375056
85476 G_85476
3681 G_3681
81858 G_81858
55109 G_55109
653519 G_653519
58488 G_58488
1849 G_1849
2530 G_2530
4247 G_4247
2591 G_2591
84444 G_84444
3684 G_3684
24145 G_24145
135 G_135
51763 G_51763
2073 G_2073
388 G_388
1893 G_1893
1906 G_1906
63916 G_63916
63826 G_63826
23654 G_23654
9655 G_9655
64083 G_64083
55004 G_55004
6832 G_6832
