nodeID nodeLabel
23476 G_23476
58533 G_58533
2034 G_2034
56897 G_56897
9097 G_9097
22920 G_22920
3276 G_3276
7132 G_7132
8363 G_8363
6809 G_6809
7428 G_7428
23032 G_23032
3667 G_3667
55023 G_55023
3643 G_3643
5580 G_5580
23560 G_23560
5728 G_5728
2047 G_2047
23020 G_23020
1958 G_1958
6647 G_6647
444 G_444
5154 G_5154
79058 G_79058
7341 G_7341
514 G_514
93974 G_93974
3958 G_3958
5781 G_5781
81542 G_81542
6733 G_6733
9648 G_9648
8503 G_8503
2935 G_2935
382 G_382
1788 G_1788
130557 G_130557
1191 G_1191
5444 G_5444
4651 G_4651
805 G_805
2185 G_2185
4176 G_4176
3983 G_3983
9093 G_9093
5371 G_5371
11315 G_11315
204851 G_204851
6257 G_6257
55366 G_55366
4297 G_4297
5607 G_5607
3326 G_3326
6868 G_6868
6777 G_6777
2010 G_2010
9043 G_9043
4292 G_4292
5887 G_5887
1831 G_1831
2547 G_2547
2243 G_2243
57634 G_57634
80314 G_80314
6886 G_6886
11091 G_11091
2969 G_2969
5601 G_5601
9031 G_9031
7251 G_7251
4683 G_4683
3843 G_3843
3659 G_3659
51429 G_51429
26259 G_26259
8976 G_8976
4690 G_4690
29127 G_29127
4294 G_4294
5532 G_5532
7942 G_7942
9262 G_9262
6502 G_6502
997 G_997
23580 G_23580
10801 G_10801
8682 G_8682
8772 G_8772
9693 G_9693
554313 G_554313
3621 G_3621
9531 G_9531
51022 G_51022
5530 G_5530
207 G_207
5606 G_5606
9479 G_9479
83933 G_83933
29116 G_29116
7334 G_7334
23263 G_23263
6194 G_6194
6871 G_6871
2353 G_2353
6789 G_6789
7013 G_7013
28988 G_28988
79654 G_79654
10892 G_10892
1956 G_1956
6850 G_6850
939 G_939
56913 G_56913
23515 G_23515
54476 G_54476
8751 G_8751
7525 G_7525
1856 G_1856
8878 G_8878
3551 G_3551
3297 G_3297
1196 G_1196
10155 G_10155
5460 G_5460
10758 G_10758
637 G_637
56652 G_56652
6613 G_6613
2274 G_2274
112869 G_112869
9910 G_9910
2081 G_2081
506 G_506
2335 G_2335
5976 G_5976
9994 G_9994
6050 G_6050
283 G_283
472 G_472
1969 G_1969
7052 G_7052
55967 G_55967
408 G_408
8361 G_8361
10755 G_10755
613 G_613
79784 G_79784
54623 G_54623
23433 G_23433
57120 G_57120
8365 G_8365
5610 G_5610
4830 G_4830
1616 G_1616
8737 G_8737
23636 G_23636
23512 G_23512
79176 G_79176
5716 G_5716
8440 G_8440
1832 G_1832
10075 G_10075
10728 G_10728
7189 G_7189
9344 G_9344
4616 G_4616
9898 G_9898
4691 G_4691
4331 G_4331
2967 G_2967
311 G_311
4282 G_4282
2118 G_2118
9519 G_9519
1965 G_1965
3685 G_3685
7040 G_7040
4092 G_4092
51562 G_51562
9551 G_9551
3091 G_3091
604 G_604
9170 G_9170
7414 G_7414
10381 G_10381
55294 G_55294
51504 G_51504
4214 G_4214
267 G_267
23295 G_23295
7532 G_7532
6907 G_6907
6722 G_6722
4436 G_4436
4728 G_4728
11331 G_11331
5290 G_5290
7187 G_7187
329 G_329
8726 G_8726
6934 G_6934
7248 G_7248
240 G_240
7126 G_7126
8850 G_8850
10629 G_10629
23291 G_23291
7832 G_7832
57591 G_57591
4170 G_4170
5094 G_5094
5682 G_5682
10432 G_10432
2162 G_2162
5578 G_5578
1130 G_1130
57060 G_57060
7917 G_7917
6275 G_6275
23774 G_23774
5074 G_5074
6523 G_6523
2033 G_2033
6045 G_6045
5289 G_5289
9219 G_9219
51451 G_51451
3190 G_3190
5802 G_5802
7804 G_7804
54764 G_54764
87178 G_87178
7249 G_7249
8805 G_8805
4724 G_4724
7324 G_7324
10425 G_10425
1487 G_1487
93986 G_93986
6778 G_6778
102 G_102
8473 G_8473
3688 G_3688
7431 G_7431
11143 G_11143
2309 G_2309
57708 G_57708
4163 G_4163
847 G_847
6786 G_6786
27154 G_27154
9131 G_9131
51564 G_51564
8078 G_8078
5320 G_5320
7023 G_7023
3148 G_3148
975 G_975
10522 G_10522
6597 G_6597
5536 G_5536
1386 G_1386
306 G_306
1540 G_1540
142678 G_142678
51135 G_51135
7001 G_7001
51720 G_51720
22954 G_22954
29979 G_29979
2241 G_2241
2065 G_2065
409 G_409
10765 G_10765
10919 G_10919
9525 G_9525
9448 G_9448
1967 G_1967
6470 G_6470
196 G_196
4094 G_4094
3611 G_3611
79888 G_79888
80267 G_80267
23392 G_23392
2308 G_2308
5925 G_5925
6272 G_6272
10542 G_10542
55145 G_55145
4090 G_4090
7844 G_7844
10928 G_10928
8531 G_8531
27005 G_27005
9101 G_9101
7416 G_7416
29886 G_29886
3655 G_3655
1642 G_1642
4926 G_4926
2908 G_2908
348 G_348
7335 G_7335
331 G_331
23522 G_23522
3925 G_3925
675 G_675
2208 G_2208
3687 G_3687
578 G_578
5898 G_5898
23368 G_23368
8359 G_8359
6667 G_6667
7528 G_7528
871 G_871
7171 G_7171
51185 G_51185
3858 G_3858
56943 G_56943
56970 G_56970
4791 G_4791
9588 G_9588
123169 G_123169
667 G_667
2060 G_2060
2534 G_2534
1054 G_1054
9070 G_9070
4067 G_4067
836 G_836
10196 G_10196
7321 G_7321
8239 G_8239
2683 G_2683
3728 G_3728
10572 G_10572
27 G_27
9252 G_9252
835 G_835
55752 G_55752
10956 G_10956
6314 G_6314
11104 G_11104
51750 G_51750
8820 G_8820
1027 G_1027
10459 G_10459
51343 G_51343
5724 G_5724
1739 G_1739
23095 G_23095
25932 G_25932
7419 G_7419
6498 G_6498
51592 G_51592
8295 G_8295
4089 G_4089
5928 G_5928
9146 G_9146
8099 G_8099
9463 G_9463
51065 G_51065
6188 G_6188
8364 G_8364
23043 G_23043
51111 G_51111
9821 G_9821
11052 G_11052
4076 G_4076
8767 G_8767
6015 G_6015
2107 G_2107
8894 G_8894
6310 G_6310
55072 G_55072
8411 G_8411
57506 G_57506
1198 G_1198
405 G_405
56829 G_56829
5886 G_5886
7915 G_7915
2054 G_2054
1270 G_1270
150684 G_150684
861 G_861
4085 G_4085
51548 G_51548
22948 G_22948
1072 G_1072
8021 G_8021
328 G_328
8464 G_8464
1601 G_1601
4763 G_4763
6237 G_6237
10379 G_10379
26994 G_26994
9372 G_9372
80312 G_80312
8315 G_8315
6093 G_6093
2023 G_2023
4643 G_4643
10397 G_10397
811 G_811
5936 G_5936
8445 G_8445
6497 G_6497
1857 G_1857
10645 G_10645
79813 G_79813
83852 G_83852
23429 G_23429
9191 G_9191
1738 G_1738
864 G_864
476 G_476
10159 G_10159
23770 G_23770
54840 G_54840
51474 G_51474
55589 G_55589
664 G_664
808 G_808
497661 G_497661
4216 G_4216
22800 G_22800
5900 G_5900
5217 G_5217
3099 G_3099
6720 G_6720
56957 G_56957
27338 G_27338
3295 G_3295
5609 G_5609
11124 G_11124
43 G_43
2064 G_2064
11030 G_11030
959 G_959
7453 G_7453
28996 G_28996
23287 G_23287
54107 G_54107
2192 G_2192
3273 G_3273
55201 G_55201
10273 G_10273
83547 G_83547
4983 G_4983
4175 G_4175
9564 G_9564
7155 G_7155
5292 G_5292
4091 G_4091
79885 G_79885
2782 G_2782
581 G_581
255488 G_255488
6259 G_6259
2049 G_2049
10972 G_10972
27097 G_27097
148281 G_148281
8567 G_8567
10010 G_10010
9546 G_9546
27248 G_27248
51009 G_51009
3356 G_3356
2207 G_2207
665 G_665
7410 G_7410
32 G_32
8891 G_8891
8367 G_8367
994 G_994
1291 G_1291
998 G_998
2629 G_2629
4792 G_4792
26272 G_26272
1365 G_1365
4211 G_4211
5090 G_5090
9572 G_9572
3956 G_3956
83695 G_83695
11059 G_11059
6872 G_6872
928 G_928
961 G_961
3299 G_3299
8841 G_8841
55083 G_55083
4853 G_4853
149428 G_149428
93649 G_93649
7323 G_7323
54205 G_54205
128 G_128
1936 G_1936
6792 G_6792
23499 G_23499
10152 G_10152
515 G_515
522 G_522
539 G_539
1984 G_1984
6386 G_6386
10600 G_10600
9913 G_9913
602 G_602
57680 G_57680
9618 G_9618
5058 G_5058
4665 G_4665
6602 G_6602
23054 G_23054
10419 G_10419
121504 G_121504
25898 G_25898
5429 G_5429
7159 G_7159
373 G_373
9646 G_9646
4629 G_4629
966 G_966
5515 G_5515
55904 G_55904
23414 G_23414
4215 G_4215
4194 G_4194
7168 G_7168
6591 G_6591
5608 G_5608
55689 G_55689
6513 G_6513
3726 G_3726
1030 G_1030
7041 G_7041
5954 G_5954
1717 G_1717
4628 G_4628
2874 G_2874
10131 G_10131
10174 G_10174
10114 G_10114
6881 G_6881
2896 G_2896
9230 G_9230
58508 G_58508
25865 G_25865
4486 G_4486
26058 G_26058
387 G_387
9577 G_9577
3516 G_3516
55031 G_55031
65018 G_65018
9181 G_9181
112398 G_112398
23566 G_23566
10498 G_10498
5213 G_5213
3635 G_3635
7703 G_7703
7026 G_7026
51701 G_51701
5929 G_5929
2931 G_2931
4077 G_4077
27284 G_27284
3845 G_3845
989 G_989
572 G_572
54974 G_54974
51100 G_51100
26130 G_26130
22821 G_22821
80204 G_80204
6655 G_6655
7188 G_7188
6794 G_6794
9114 G_9114
2280 G_2280
3306 G_3306
6711 G_6711
5296 G_5296
23236 G_23236
9611 G_9611
29844 G_29844
2321 G_2321
4646 G_4646
10253 G_10253
3709 G_3709
10342 G_10342
16 G_16
26999 G_26999
334 G_334
402 G_402
27086 G_27086
9500 G_9500
387893 G_387893
6885 G_6885
23191 G_23191
1603 G_1603
11160 G_11160
22937 G_22937
2956 G_2956
116143 G_116143
6240 G_6240
8408 G_8408
9020 G_9020
9049 G_9049
51755 G_51755
5395 G_5395
148022 G_148022
7919 G_7919
9255 G_9255
7398 G_7398
11128 G_11128
10623 G_10623
10621 G_10621
10277 G_10277
8370 G_8370
7164 G_7164
1636 G_1636
5524 G_5524
23318 G_23318
200576 G_200576
5598 G_5598
353376 G_353376
115426 G_115426
5211 G_5211
4478 G_4478
5316 G_5316
6929 G_6929
2011 G_2011
23303 G_23303
5585 G_5585
6874 G_6874
8930 G_8930
11284 G_11284
6813 G_6813
23326 G_23326
10580 G_10580
84919 G_84919
10163 G_10163
26060 G_26060
3397 G_3397
818 G_818
151636 G_151636
57142 G_57142
5451 G_5451
3251 G_3251
3163 G_3163
8861 G_8861
4860 G_4860
6241 G_6241
6615 G_6615
3840 G_3840
253980 G_253980
2811 G_2811
51119 G_51119
5908 G_5908
9757 G_9757
1643 G_1643
8613 G_8613
3092 G_3092
4205 G_4205
22836 G_22836
6648 G_6648
8943 G_8943
79577 G_79577
7536 G_7536
10494 G_10494
391 G_391
2277 G_2277
8754 G_8754
10527 G_10527
4710 G_4710
27429 G_27429
5721 G_5721
64783 G_64783
6915 G_6915
54872 G_54872
5341 G_5341
85477 G_85477
90780 G_90780
10579 G_10579
3280 G_3280
8813 G_8813
8892 G_8892
10902 G_10902
20 G_20
54880 G_54880
84759 G_84759
6515 G_6515
23304 G_23304
5087 G_5087
9474 G_9474
9445 G_9445
197131 G_197131
51026 G_51026
23133 G_23133
9527 G_9527
4905 G_4905
55352 G_55352
128239 G_128239
23162 G_23162
4221 G_4221
48 G_48
84447 G_84447
4644 G_4644
2889 G_2889
4218 G_4218
10938 G_10938
79576 G_79576
29789 G_29789
10766 G_10766
7067 G_7067
91 G_91
2806 G_2806
3202 G_3202
3300 G_3300
538 G_538
8366 G_8366
23338 G_23338
403 G_403
9846 G_9846
323 G_323
10783 G_10783
4780 G_4780
7057 G_7057
7422 G_7422
780 G_780
64786 G_64786
5868 G_5868
5874 G_5874
54843 G_54843
64805 G_64805
3182 G_3182
1032 G_1032
9451 G_9451
7205 G_7205
406 G_406
9670 G_9670
54431 G_54431
9695 G_9695
7518 G_7518
662 G_662
2043 G_2043
5911 G_5911
320 G_320
79594 G_79594
55636 G_55636
1794 G_1794
6901 G_6901
4041 G_4041
23705 G_23705
9261 G_9261
5352 G_5352
23075 G_23075
10628 G_10628
6095 G_6095
5052 G_5052
79184 G_79184
54602 G_54602
2776 G_2776
6047 G_6047
5291 G_5291
10062 G_10062
3612 G_3612
8204 G_8204
8539 G_8539
5865 G_5865
842 G_842
64428 G_64428
23186 G_23186
23028 G_23028
6672 G_6672
25998 G_25998
1942 G_1942
3708 G_3708
7923 G_7923
84869 G_84869
8625 G_8625
23299 G_23299
3702 G_3702
10598 G_10598
2768 G_2768
2149 G_2149
4217 G_4217
948 G_948
51231 G_51231
3936 G_3936
7163 G_7163
51773 G_51773
4055 G_4055
7018 G_7018
23189 G_23189
9253 G_9253
10725 G_10725
2071 G_2071
8493 G_8493
23633 G_23633
3838 G_3838
5364 G_5364
80762 G_80762
6717 G_6717
8649 G_8649
5293 G_5293
1676 G_1676
5413 G_5413
23542 G_23542
10939 G_10939
81844 G_81844
85363 G_85363
1500 G_1500
473 G_473
54106 G_54106
81622 G_81622
30844 G_30844
158 G_158
79631 G_79631
92 G_92
23787 G_23787
9444 G_9444
1441 G_1441
9727 G_9727
2625 G_2625
1429 G_1429
10632 G_10632
7178 G_7178
1292 G_1292
6574 G_6574
7048 G_7048
8829 G_8829
2946 G_2946
4040 G_4040
51499 G_51499
10658 G_10658
7096 G_7096
488 G_488
8362 G_8362
5983 G_5983
25937 G_25937
6284 G_6284
3720 G_3720
5867 G_5867
8294 G_8294
1230 G_1230
22933 G_22933
112939 G_112939
93100 G_93100
6196 G_6196
9826 G_9826
10626 G_10626
23049 G_23049
5025 G_5025
23534 G_23534
6624 G_6624
5423 G_5423
8867 G_8867
389 G_389
8694 G_8694
10869 G_10869
25836 G_25836
7430 G_7430
9368 G_9368
521 G_521
10935 G_10935
5720 G_5720
23673 G_23673
7100 G_7100
10952 G_10952
10613 G_10613
9092 G_9092
55600 G_55600
10848 G_10848
7450 G_7450
567 G_567
1195 G_1195
134549 G_134549
5018 G_5018
23513 G_23513
2045 G_2045
85365 G_85365
22872 G_22872
3801 G_3801
3690 G_3690
5830 G_5830
5828 G_5828
55715 G_55715
6880 G_6880
84168 G_84168
26271 G_26271
902 G_902
2950 G_2950
51144 G_51144
80829 G_80829
80020 G_80020
896 G_896
7050 G_7050
79158 G_79158
100287171 G_100287171
1028 G_1028
54910 G_54910
27018 G_27018
8795 G_8795
4824 G_4824
210 G_210
1119 G_1119
31 G_31
8476 G_8476
23592 G_23592
8985 G_8985
2074 G_2074
8301 G_8301
8650 G_8650
10616 G_10616
3267 G_3267
7391 G_7391
23087 G_23087
2898 G_2898
28989 G_28989
6845 G_6845
29109 G_29109
222484 G_222484
5268 G_5268
9270 G_9270
4204 G_4204
51196 G_51196
79595 G_79595
6737 G_6737
1653 G_1653
54820 G_54820
10210 G_10210
3364 G_3364
2059 G_2059
26258 G_26258
55236 G_55236
54677 G_54677
5621 G_5621
23210 G_23210
7421 G_7421
8089 G_8089
5587 G_5587
51454 G_51454
2778 G_2778
10228 G_10228
6890 G_6890
92140 G_92140
7342 G_7342
10818 G_10818
56940 G_56940
27032 G_27032
29965 G_29965
8646 G_8646
79039 G_79039
4173 G_4173
85440 G_85440
1909 G_1909
392 G_392
57669 G_57669
491 G_491
2139 G_2139
51552 G_51552
8092 G_8092
6654 G_6654
5796 G_5796
11186 G_11186
54206 G_54206
6642 G_6642
9521 G_9521
4296 G_4296
54541 G_54541
1104 G_1104
7169 G_7169
27252 G_27252
25923 G_25923
1031 G_1031
22900 G_22900
5915 G_5915
29115 G_29115
4953 G_4953
2022 G_2022
7043 G_7043
5873 G_5873
8604 G_8604
10460 G_10460
11326 G_11326
55432 G_55432
2941 G_2941
2965 G_2965
91404 G_91404
8314 G_8314
51272 G_51272
6811 G_6811
1718 G_1718
51752 G_51752
5831 G_5831
7408 G_7408
4038 G_4038
8671 G_8671
2072 G_2072
127933 G_127933
2736 G_2736
5033 G_5033
11176 G_11176
8915 G_8915
9767 G_9767
57630 G_57630
7862 G_7862
8773 G_8773
1289 G_1289
165918 G_165918
79139 G_79139
8396 G_8396
8651 G_8651
553115 G_553115
5307 G_5307
949 G_949
81847 G_81847
8085 G_8085
5048 G_5048
10300 G_10300
60485 G_60485
26277 G_26277
23154 G_23154
5176 G_5176
51283 G_51283
1840 G_1840
5175 G_5175
6599 G_6599
22853 G_22853
25939 G_25939
90 G_90
6903 G_6903
6904 G_6904
2626 G_2626
59272 G_59272
6817 G_6817
7075 G_7075
3949 G_3949
5654 G_5654
29072 G_29072
5660 G_5660
80854 G_80854
1845 G_1845
11047 G_11047
23139 G_23139
6670 G_6670
79960 G_79960
3984 G_3984
253725 G_253725
23741 G_23741
6623 G_6623
5899 G_5899
5797 G_5797
100 G_100
9361 G_9361
11120 G_11120
8879 G_8879
27236 G_27236
7376 G_7376
8893 G_8893
7402 G_7402
7716 G_7716
57448 G_57448
6814 G_6814
30009 G_30009
29843 G_29843
54795 G_54795
8313 G_8313
55705 G_55705
7423 G_7423
1510 G_1510
10193 G_10193
29117 G_29117
55342 G_55342
8546 G_8546
5139 G_5139
23370 G_23370
57646 G_57646
10165 G_10165
8890 G_8890
340061 G_340061
54862 G_54862
2934 G_2934
7572 G_7572
81576 G_81576
694 G_694
7267 G_7267
220972 G_220972
54904 G_54904
2305 G_2305
114803 G_114803
2119 G_2119
22893 G_22893
10476 G_10476
5552 G_5552
29104 G_29104
4437 G_4437
7161 G_7161
1545 G_1545
4775 G_4775
540 G_540
54850 G_54850
8563 G_8563
6693 G_6693
1729 G_1729
56655 G_56655
162989 G_162989
5286 G_5286
10782 G_10782
51455 G_51455
2131 G_2131
5311 G_5311
84231 G_84231
3399 G_3399
11344 G_11344
9935 G_9935
85458 G_85458
3913 G_3913
8416 G_8416
133746 G_133746
84901 G_84901
10845 G_10845
3996 G_3996
9341 G_9341
6404 G_6404
57045 G_57045
652 G_652
3675 G_3675
3040 G_3040
11285 G_11285
9619 G_9619
140576 G_140576
7786 G_7786
375790 G_375790
11033 G_11033
5692 G_5692
55361 G_55361
80824 G_80824
8527 G_8527
57447 G_57447
1233 G_1233
55856 G_55856
2266 G_2266
1522 G_1522
1666 G_1666
5147 G_5147
9213 G_9213
84282 G_84282
4520 G_4520
6002 G_6002
2767 G_2767
899 G_899
23624 G_23624
81565 G_81565
150094 G_150094
54583 G_54583
81930 G_81930
7220 G_7220
6812 G_6812
11188 G_11188
51147 G_51147
3669 G_3669
7320 G_7320
1728 G_1728
5916 G_5916
115703 G_115703
51466 G_51466
23161 G_23161
2244 G_2244
6905 G_6905
4968 G_4968
9156 G_9156
641 G_641
4189 G_4189
5045 G_5045
4688 G_4688
79831 G_79831
2539 G_2539
27122 G_27122
7071 G_7071
3827 G_3827
55250 G_55250
26610 G_26610
6376 G_6376
26133 G_26133
83871 G_83871
7468 G_7468
34 G_34
55075 G_55075
25805 G_25805
4035 G_4035
8368 G_8368
84159 G_84159
5351 G_5351
10908 G_10908
55240 G_55240
3073 G_3073
8738 G_8738
6646 G_6646
80781 G_80781
6651 G_6651
5156 G_5156
958 G_958
130507 G_130507
2634 G_2634
1105 G_1105
54929 G_54929
8575 G_8575
57092 G_57092
284217 G_284217
7025 G_7025
7030 G_7030
9810 G_9810
546 G_546
676 G_676
2739 G_2739
57706 G_57706
5912 G_5912
2281 G_2281
2948 G_2948
84876 G_84876
64759 G_64759
10959 G_10959
5819 G_5819
25945 G_25945
123879 G_123879
27102 G_27102
23077 G_23077
64112 G_64112
144717 G_144717
51079 G_51079
10370 G_10370
2145 G_2145
11221 G_11221
9557 G_9557
252983 G_252983
284110 G_284110
123803 G_123803
27113 G_27113
29937 G_29937
51599 G_51599
4952 G_4952
9950 G_9950
5189 G_5189
541468 G_541468
80005 G_80005
2186 G_2186
9100 G_9100
22894 G_22894
7472 G_7472
51621 G_51621
1523 G_1523
1490 G_1490
8654 G_8654
2160 G_2160
25820 G_25820
5862 G_5862
659 G_659
9616 G_9616
1476 G_1476
11040 G_11040
57610 G_57610
54332 G_54332
7225 G_7225
51665 G_51665
23011 G_23011
1760 G_1760
6251 G_6251
51684 G_51684
51667 G_51667
57396 G_57396
9464 G_9464
56950 G_56950
1997 G_1997
51378 G_51378
116985 G_116985
22918 G_22918
3624 G_3624
64399 G_64399
51347 G_51347
91147 G_91147
9943 G_9943
5527 G_5527
7105 G_7105
3417 G_3417
8741 G_8741
9927 G_9927
7763 G_7763
8907 G_8907
4650 G_4650
22930 G_22930
92610 G_92610
59307 G_59307
3707 G_3707
64324 G_64324
57620 G_57620
677 G_677
10449 G_10449
9076 G_9076
10221 G_10221
4534 G_4534
7466 G_7466
182 G_182
8425 G_8425
80725 G_80725
26286 G_26286
1880 G_1880
50488 G_50488
8677 G_8677
25776 G_25776
85476 G_85476
54962 G_54962
55109 G_55109
5243 G_5243
653519 G_653519
55703 G_55703
6403 G_6403
84444 G_84444
55327 G_55327
24145 G_24145
10769 G_10769
2073 G_2073
3672 G_3672
3508 G_3508
135 G_135
10564 G_10564
388 G_388
1906 G_1906
3572 G_3572
63916 G_63916
63826 G_63826
23654 G_23654
9655 G_9655
1471 G_1471
8322 G_8322
9855 G_9855
51330 G_51330
5191 G_5191
3257 G_3257
7270 G_7270
56923 G_56923
1129 G_1129
585 G_585
55500 G_55500
57679 G_57679
4891 G_4891
81858 G_81858
2140 G_2140
5190 G_5190
1464 G_1464
10083 G_10083
11135 G_11135
51523 G_51523
163126 G_163126
623 G_623
23129 G_23129
112574 G_112574
889 G_889
147912 G_147912
22809 G_22809
113 G_113
1200 G_1200
54496 G_54496
972 G_972
2729 G_2729
56998 G_56998
56262 G_56262
5870 G_5870
114822 G_114822
51181 G_51181
79661 G_79661
10507 G_10507
8609 G_8609
64854 G_64854
54977 G_54977
64407 G_64407
79077 G_79077
57026 G_57026
27352 G_27352
79918 G_79918
57178 G_57178
3931 G_3931
375056 G_375056
22862 G_22862
5194 G_5194
9353 G_9353
5054 G_5054
27141 G_27141
81846 G_81846
1893 G_1893
23598 G_23598
5196 G_5196
8398 G_8398
26191 G_26191
223 G_223
10652 G_10652
10622 G_10622
3911 G_3911
10670 G_10670
2645 G_2645
10058 G_10058
1730 G_1730
57551 G_57551
23348 G_23348
26119 G_26119
1979 G_1979
64215 G_64215
10316 G_10316
57325 G_57325
283149 G_283149
64130 G_64130
7374 G_7374
1001 G_1001
6049 G_6049
51099 G_51099
57104 G_57104
4664 G_4664
657 G_657
9053 G_9053
353174 G_353174
60436 G_60436
1174 G_1174
10437 G_10437
3039 G_3039
57153 G_57153
140885 G_140885
201161 G_201161
2914 G_2914
4054 G_4054
8394 G_8394
3141 G_3141
23424 G_23424
54899 G_54899
8818 G_8818
26224 G_26224
140825 G_140825
4681 G_4681
29 G_29
84079 G_84079
3491 G_3491
57826 G_57826
11325 G_11325
3431 G_3431
10156 G_10156
23765 G_23765
4059 G_4059
10497 G_10497
2395 G_2395
58487 G_58487
60682 G_60682
2744 G_2744
30851 G_30851
4240 G_4240
64285 G_64285
